text,hate_label,topic_label
Y'all hate gay people but will spend your last dime on clothes designed by a bunch of homosexual Europeans. Y'all talk shit about white people but only support white businesses and down black owned businesses every chance you get.,0,sexual orientation
"Ibn 'Uthaimīn: Women have been commanded to go out to the Musallā on the day of 'Eid to witness the goodness, participate in the prayer and supplications. But it is obligatory that they are veiled, not perfumed — so they act on the Sunnah and avoid fitnah.  (Al-Fatāwa 16/211)",0,gender
El Paso is a border town.  I'll bet you every fucking dollar I have that the shooting today was not done by an undocumented immigrant.,0,immigration
Sit that ass on this dick. Lemme see what that hole can do! #EnterTheCity and Breed the #Twinks at URL. #XXXperienceTheTwink URL,0,others
"only listen to RT television, all the other news outlets are pro-war wankers, racist biased, cock-sucking inhuman cowards, just like the filth who murder & abuse unarmed citizens daily. FUCK ISRAEL, MURDERING FILTH,   FUCK ISRAEL THIEVING FILTH,  FUCK ISRAEL, INFERIOR SCUM-BAGS.",1,others
@ScottyStyles29 Who the fuck this this dumb bitch??,0,gender
@xzavioncurry1 @PitchingNinja @MStrooo6 White how folks appreciate emotion when the player happens to be white,0,race
y'all better start playing the same game these niggas playin 😂 learn life hya,0,others
lol a bitch could spell YOUR MOMS A HOE for all i care,1,gender
"Wow. Thank you, @ArianaGrande for not being afraid to shut down this sexism and homophobia. URL",0,others
I wish a bitch would Ima whopping they ass,0,gender
south african women are gorgeous okay.,0,race
"I only know how to get to food places, malls, and where ever my nigga at😭",0,others
"DISGUSTING elitist Democrats removed a homeless black man from their CA Dem convention for no apparent reason... So illegals are allowed at their conventions, but not homeless black people? Wow the Dem Party in 2019 everyone...#WalkAway URL",0,politics
"@Pontifex The Jews crucified Christ and were proud of it, the Christians in the world must hate them. The Bible says that your greatest enemy is Jews, so do not be friends with them.",0,religion
I love pretty bitches especially not the stuck up ones.,0,gender
"@Lymperatore @MariahsTats @DamnAhmaz @shvke And before you pick. Recognize that even by your own non race oriented standards, or whatever you justify this with. This is dumb. Homie said ""european"" like the entire continent is enough clarification to help us understand his mixed identity. The fuck?",0,race
I ain't forget u niggas was hallway patrol in elementary 🤨,0,race
"Islam is beautiful, it isnt a religion of me, me, me.  We are taught to be mindful of others and not to cause unnecessary harm or discomfort.  Look after others, do good to them and help them do good. URL",0,religion
Niggas want you to help them while promising them they can't go to jail lmao try this jwet right here then URL,0,others
Come and lick it up faggots #manscent #pits #muskypits #myripecock #3daystink URL,1,sexual orientation
This wh*te Boy is staring at me and ngl he's lowkey kinda cute. Don't know if he feels the same or he's calling me a nigger in his head URL,0,race
You really just said this while black trans women have been murdered repeatedly in the last years. And you're oppressed cause people call you a virgin? Y'all see this? URL,0,others
The chilling inaction on domestic violence in Russia is endangering women's lives URL,0,gender
I can't even TRY to put myself in the same mindset of this dumb ass stupid ass 2 braincell ass bitch URL,1,gender
"If you see a desperate and starving woman & your first thought is to put your penis into her mouth rather than food, you're a disgrace to the human race. If you're a human rights organisation supporting the exploitation of vulnerable women then you should be disbanded immediately",0,race
@HardyMusic someone dropped a meet and greet in the pit I wanted to get it but couldn't find it. I wanted more songs of yours man. You were a beast.,0,others
"America is becoming a country where people will have to flee from as refugees escaping fascism, mass shootings, ICE, racist cops, white supremacists, etc. just to survive. Sad.",0,others
"Honestly given how many people have buried their gays, y'all better watch out when the zombie apocalypse comes",0,sexual orientation
@TabindaSulahri1 I'm very sorry we are ashamed Muslim we can't help you like we couldn't help Burma Muslims they got with children alive burned Palestine is still burning we can't help them either why Cuz our Muslim leaders are sleep they need to wake up n step in but they don't care abt u,0,religion
@tyayzjah_ Complete trash once I can think clearly. Look at my dick disgusted like look what u made me do... I should beat u (again),1,others
"@genieeeee95 @CNN They are taking jobs from US Citizens. Now that company will need to hire a lot of Americans and probably at a higher wages. Oh, and they cut in line over law abiding Immigrants waiting their turn for a visa instead of obeying the law. Are you really that dense?",0,gender
"@christiancalgie I could see them using a familiar concept from U.K. law, already accepted with regard to leases - the 999 year backstop?",0,others
"@ConflictTeam What's pricking you in that narrow minded ass of yours?? Oh, the stick of homophobia. Good luck living with that stick up your ass. 😂",0,sexual orientation
"@LGBTLabScot Women's rights are not designed to exclude trans people, they are designed to protect the female sex-class.",0,gender
If he tryna shoot immigrants shoulda shot himself.,0,immigration
"Congratulations INDIA, congrats @imVkohli. And well played @ImRo45. You guys were phenomenal. #WorldCup2019 #INDvSA",0,others
"It's what happens when you spit in America's face. Megan Rapinoe Posters Vandalized in NYC Subway, Hate Crimes Task Force Investigating | Breitbart URL",0,gender
It's important @BBCBreaking and others cover this story. It is hard to talk about this issue but urgently important. Anyone who works on women's rights in Afghanistan knows sexual harassment and assualt of women in the workplace is a serious problem. URL,0,gender
What u gonna tell Jesus when he reads this tweet back to you at the gates of heaven URL,0,religion
UGH THESE UGLY ASS HOES UPSTAIRS ARGUING AGAINN,0,others
@GKeile @Furball42869140 @ILMFOrg @RashidaTlaib this is what terrorism looks like you dumb bitch! getting called a few names? put on your big girl panties! grow up! URL,1,others
stupid BITCH,0,gender
"""pussy niggas you make me sick, bitch you make me sick""",1,gender
@Colormelexis fuck her .,1,others
"@sairasameerarao No racist , they are coming in w diseases to kill Americans. U liberals are killing blacks w abortions",1,others
"May 29, 2019 at 10:15AM - Oakland most racially, ethnically diverse USA city #news : URL",0,race
Bitch On My Dick... She Know What It Is!,0,gender
I would crack this bitch head open as wide as her pussy,1,gender
@gaywonk @YouTube Yo faggot quit whining. Just because someone is mean to you it does int mean that you have the right to destroy their means of living. Go suck a dick,1,sexual orientation
Pro-Khalistan slogans in Amritsar raised as tens of thousands of Sikhs mark 35th anniversary of 1984 Sikh Genocide at Sri Akal Takht Sahib to pay tribute to the martyrs of June 1984. Sikh anger against India growing worldwide URL,0,others
@freetobe66 @michaelbeatty3 @1Romans58 @realDonaldTrump I Will Be Damned If My Federal Tax Dollars Will Be Used To Give Scum Sucking Illegals Free Health Insurance. They Should Be Terminated At The Border,1,others
"""Why companies need to open up the dialogue around diversity"" URL #Diversity #HR #EmployeeEngagement URL",0,others
Sorrow is a fruit; God does not allow it to grow on a branch that is too weak to bear it. URL,0,others
Ultimate Gay Felch Compilation-Pigs lick barebacked ass and suck cum Part 1 URL,1,sexual orientation
"NJ recognized gaps in current federal law, but in more than 30 states, LGBTQ individuals can still be fired from their jobs, or evicted from their homes, because of who they are. The Equality Act brings federal law into alignment with what we've done in NJ. Proud to vote yes 🏳️‍🌈 URL",0,sexual orientation
Why do I get asked if I'm part black so often.... I'm whiter than Casper.,0,race
@lextroverted We need better representation. Plenty of people are in open healthy happy relationships,0,others
"Wow. In #Iraq , this woman is getting slammed by religious conservatives for playing National Anthem on violin at West Asia Championship Opening in Karbalaa. I don't know her name but she plays beautifully: URL",0,others
"Yeah that's not surprising. Thanks Obama. Minneapolis St Paul is little Mogadishu! Somalian gangs have caused a LOT of trouble in that amazing city. Now it's one of the most liberal cities in the USA. Fraud is evrywhere, and Minnesotans have to pay ALL of the bill. 👇🏻 RT URL",1,others
Gay 👏Women 👏Are 👏Not 👏Here 👏For 👏Men 👏 F*ck You #LondonPride #StopHomophobia Female couple in battered by four men after they refused to kiss 'for entertainment' 💔💔😔😔 URL,0,sexual orientation
"Latin America accounts for one third of world's homicides, life expectancy dropping in some countries: study  URL And the biggest theft of US citizenship in our 243-year history...",0,others
"So says the middle-aged, angry white male. URL",0,others
Stop making dumb Dominicans famous,0,race
"I've known this nigga for 5 years  Never has he once did a ramadan Oh, but this year he fasting for that pussy  😂😂😂",0,others
@TsYulias @PlayJuliaTS Damn she got a hot perfect body an a pretty face I believe I would be a fan of her soon if she do interracial porn soon,0,race
Half of y'all gone be unrecognizable In heaven cause you can't take a fake ass & Titties with you. God gone peel all that shit off you like mrs. Potato head.,0,others
"@Reuters WHY are wars called 'mothers?"" Mostly men who start wars. WHY not ""father of all wars?""  Because it is religion: evil is 'feminine' Bible says: Eve brought evil into the world. Sex innuendos of male good/feme evil are worldwide.",0,religion
"@natszendro I need an explanation, lesbians.",0,sexual orientation
"they say being pissed off will get one nowhere. yea, keep your pussy calm, slut.",1,gender
This black woman saved this man's life. Listen to the trauma and pain in her voice. URL,0,race
"Nigerians are not the ones to talk when topic about morals come up, the only thing we know is wickedness in high places, false virtue and sanctimonious bullshit",0,others
You are a blot on conservative Indians You must be Genocide (modi) follower,0,race
i wanna kill this nigga so bad but i know ima cry and go to jail,1,others
"Well, men still trash",0,gender
I ain't even do shit lmao I hate y'all ISIS niggas URL,0,others
@TarekFatah This a is happening because of the cowardly Hindus .. spineless idiots who will let these b@stards spew hate on us in a Hindu majority country! All thanks to MKG.. he made generations and generations impotent and cowardly!,1,religion
😿 Lesbian gives redhead maid intense anal finger fucking URL,0,sexual orientation
"@KinkyguyKent Yeah I would say it's not homophobic, it is heteronormative as fuck. I know gay people that would say the same thing.",0,others
"Al-Quds (Jerusalem) inspiring Iftar ceremony Palestinian women :  We will rise in the path of Allah, Our blood, our soul, we sacrifice for Aqsa ! Iran stands with Palestine The awakened stand with Palestine ! 🇵🇸  #QudsDay URL",0,others
I really hate men lol,0,gender
"@Whangareii @Neil26242906 @ratabat @_CarltonCole9 But at equivalent levels, women are not ""just as skilled"" as men at football.",0,gender
don't waste good pussy on a trash ass nigga,0,others
Fuck Yeah ! Hot AF Total Fuck'n Bottom Slut Christian Gets Off on a Hard Fuck'n Rough Mount and Ride to Get His Always Fuck'n Hungry Slutted Out Cunt Opened Up Fuck'n Good for a Balls Deep Fuck'n Load Top Up of Filthy Fuck'n Dirty Cum ! Damn this Slut is Fuck'n Good(T.I.M)👍 URL,1,gender
Make her a bbc slut URL,0,gender
"Meet Sondos Lamrhari, an 18 year old student who has a dream to be a police officer. ""It's my identity to wear the hijab. And it's my dream to be a police officer. Those are things that aren't ever going to change."" URL #Bill21 #Diversity #equality #inclusion URL",0,others
@IlhanMN The Muslims seek to eliminate us! You are disgusting!,0,religion
@Oprah @othatsgood You make the black race look bad. Connections to Harvey Weinstein and visited Jeffrey Epstein's pedophile island. I always wondered how your talentless self stayed in business so long.,0,race
i'd be in jail for murder. the nigga spitting and the nigga recording are scum.,1,race
"On #03th August Peshmerga betrayed the yezidis and withdraw from Sinjar, thousands of children and men were killed and women were took as sex slave. Thousands of them have choice either convert to Islam or they have to be beheaded. They raped girls in age of 11yrs URL",0,gender
@charliekirk11 You know people who practice the religion of peace don't vaccinate,0,religion
I wanna tell men they're pieces of shit lowlives and get money for it like I'd be perfect for that literally just exude all my anger towards men to some loser and make him pay me for it??? A DREAM,0,others
Have your little piss slut drink every drop of pee that you put in her mouth and fuck her throat while doing so. URL,1,gender
"TRUMP [every fucking day]: Immigrants are invading vermin and a threat to all white people. Trump [today]: Hey what's with all these racists, right?",0,immigration
@SaddestSpiral YUP YUP AMEN GAY BABY BOOMERS FUCK OFF CHALLENGE,0,sexual orientation
"Today's sobering word of the day: ""Churches rarely grow past the maturity of their leaders. It may be possible, but it certainly is not likely."" ~Dever",0,religion
"@MaximeBernier Thank you. I am from San Francisco and fought for countless years for gays to have the right to marry. I never needed to attend a ""pride parade"". The real pride was making sure everyone was treated equally (not special). The duplicitous left are everything they claim to oppose.",0,others
"Cancelling English classes, confiscating medications, failing to evacuate the sickest migrants — this is the Trump legacy at our border. URL",0,immigration
@BlockBoyWillie Like that's a grown ass man😂😂😂 niggas so different,1,others
Gone beat my dick next time i know im gone have sex just to watch her struggle to finish,0,gender
"Woman: stalks man intensively across countries, follows him home, does weird things to him, harassed his family Society: wowwwww not cool she's kinda bad probably sick :( Man: follows woman home Society: ALL MEN ARE EVIL DEMONS AND MUST DIE The inequality is ridiculous",0,gender
"22. Greenfeld added: ""This is why, in other words, Americans are committed to equality more passionately than any other people.""  URL",0,others
They do the same when sniping #gaza children,0,gender
"No #alpha wants to fuck a hairy pussy, so #sissies shave and practice your hole so you have a nice little gape and he can fuck you bare with just some saliva! #sissy #sissyfication #sissyslut #anal #boipussy #shaved #sissyupskirt URL",1,gender
@_Hsn_Shah This is the same guy we Indians killed right? Don't worry send as many as you can you will get them back only in boxes. We are busy arranging an appointment of those fucking bastards with your allah may he teach him the right in heaven,1,others
@KingMarozi @MercedesBenzUSA Are you dumb or you just butthurt it's pride month 🤣🤣 where tf does it say gays did it or you can't fucking read,0,sexual orientation
"Muslim Jihadis Gang-Rape, Torture, Murder 60-Yr-Old Christian Virgin URL",0,religion
tom watson and sally albright are so anti Semitic if they had a baby they'd be legally required to name it Hitler URL,1,others
"@washingtonpost And in other news, people say the Vatican shouldn't harbor child molesters",0,religion
"niggas always say they out here, we don't ever see em.",0,others
"Callicles credits ""Black Lives Matter"" with the coming downfall of Kamala Harris. Why? Check it out. URL",0,race
sehun as straight as a circle URL,0,others
Nigga SWEARS he's going through my pain,0,gender
Deport them All.,1,immigration
all niggas like this can rot in hell fucking gross URL,1,others
Fck that bitch,1,gender
This shit not funny at all bro niggas are disgusting and i really hope women start shootin y'all honestly truthfully URL,1,gender
@johnlegend @serenawilliams @common and the whole crew of pseudo activist black celebrities are all politically active whenever it serves the interest of white liberals. Nearly 300k black men have been murdered in this country since 1980 and none of these FRAUDS have said a word.,0,race
"I don't have many followers but coming from a country where white farmers are murdered on a daily basis, women are raped, children are dumped into hot boiling water. Americans don't realize how fortunate it is to live in this country. They are spoilt and should grow up!",0,race
"@mansoortshams @IlhanMN Whatever. Great way to use your service to our country to support an anti American, ant Israel, pro Islamic disgrace to our immigration. If you want to wrap yourself in the religion of peace with this dog, then both of you can go to hell.",0,immigration
"Condemned by religion, saved by humanity URL",0,religion
@The_Patriot_V @RealCandaceO Why illegal aliens? You morons do a pretty good job of killing each other. #buildthatfuckingwall,1,immigration
@Steph56Renee They are no more mentally challenged in following the radical leader @realDonaldTrump than Muslim Terrorists are for following their radical leaders! Insane yes but it's their programmed hate that made them murderers!,0,others
@ECHOtheCALL Time to kick ALL of them OUT of AMERICA!,1,others
shout out to my skinny niggers URL,0,race
@joncoopertweets Why do assholes like you call illegals Undocumented?,0,others
@AOC @kboivi07 These filthy foreigners all need to be deported!,1,immigration
"at least a minyan's worth of Jews have been arrested today, and we are STILL blocking every entrance to ICE headquarters #NeverAgainIsNow #ShutDownICE ✊✊✊ URL",0,immigration
why are boys so stupid?,0,gender
These definitely the same niggas Mary was being a lover and a secretary for..,0,gender
Its national girlfriends day so stan clairo and stream immunity tomorrow URL,0,gender
"""There can be no justice unless women are part of that justice"" @baigl #WD2019 #Humanitarian4Her @SaveChildrenCan",0,gender
"""there probably just weren't any qualified women for the job"" URL",0,gender
"NYC's gay senior couples on love, pride, and paving the way 🌈 URL URL",0,sexual orientation
Lesson 2 with the Japanese Boy... How to be fucked through the Deep Pighole. I can be top when I have to convince that #Pighole provides maximum pleasure @OxBalls #gay #japanesegay ##gayboy #gayporn #wreckedhole #teambottom #fisting #gayfisting #tokyo #handcuffs #assplay #gayfuck URL,0,sexual orientation
Britain invites Saudi Arabia to arms fair despite it being 'unlawful' URL via @MetroUK,0,others
"@OmarAbdullah @ImranKhanPTI Omar Abdulla is like Dil Dil Terroristan. Total fan boy. IRP has enough money for RDX, saving for more to blast your people to bits, and shells across vorder, but Srinagar elite give a shit because Allah preached racism",0,race
@LilaGraceRose @EAlfaroQ LMFAO fuck... No that's a christian fundementalist,0,religion
"Jews May Rob & Kill Non-Jews Sanhedrin 57a . When a Jew murders a gentile (""Cuthean""), there will be no death penalty. What a Jew steals from a gentile he may keep.",0,others
"Omar is a b. Let's be honest about it. She's said reprehensible things about America and our President. She's speaks positively about Al-Qaeda. She's an ungrateful immigrant. Oh and now she's a victim? No, she's a coward.",1,immigration
Bitches sick behind a nigga,1,race
"Happy pride month, remember that trans women of color were at the forefront of the struggle and they still are",0,others
It's okay to be lesbian.  It's okay to be straight.  It's okay to be gay.  It's okay to be bi. It's okay to be trans.  It's okay to be you. But it's NEVER okay to use sound or drop on lured Cogs. 😤😤😤,0,sexual orientation
"@Jersey_Craig @KenWebsterJrSho @RashidaTlaib Your party was and still is the party of the KKK. Antifa attack blacks everyday, they are white. Why do you keep your minorities in such poverty? Who steals money from poor Black communities. Wake up, u r no friend to black America",0,politics
"It's possible for me to be dark skinned and think I'm beautiful with or without your acknowledgement. To assume that every dark skin girl you meet has a complex about their tone just makes it obvious that YOU think being dark skinned, confident and self-assured is impossible. URL",0,gender
If your living off a female kill yourself,1,gender
Integration of LGBTQ centeredness and friendliness in providing Adolescent and Youth Sexual Reproductive Health Services is key to achieving UHC @Galck_ke @IshtarMSM @MOH_Kenya,0,sexual orientation
@katwalkerrr and @ Blake's bitch ass... again? last time w the poster and now this bullshit? Y'all nothing but naive w privilege far up your asses. You're what's wrong with this world and Its disgusting.. Stan don't want no racist... 🤮🤮 I must leave now but reply whenever :) URL,1,race
"#Allah_Kabir If there is a place in the heaven from halal, then first you should make a halal of your head, and make Allah happy by slaying that beggar creature, what can be done like this Alha, whether it is a proof in Quran Sharif. See on- Sadhana channel at 7:30 pm h",0,religion
all these hoes stupid,1,gender
If you whip ya foreskin back for poss you're a messy cunt,0,others
Niggas ready to fuck all around greek life thinking thats gone give them brownie points or some shit yall obsessed and its weird 👐🏾,0,others
Ieen never had shit but I can fuck a bad bitch,0,gender
@domthewanderer Damn. Niggas ain't doing shit!,1,others
Real bitches only,1,gender
"LMAO my biggest regret is not telling anyone when I was struggling w figuring out my sexuality. Wanted to die for more than a year but 2 of my close friends were also going thru similar things...imagine if we were open about it, everything would've been so much nicer",0,sexual orientation
URL Watch me fuck some boomb pussy. URL,0,gender
"@h3h3productions LOL this is so true, you're definitely not a gigantic homo",0,gender
"I... HATE vagina feminism. Take your dumb sign saying ""ovaries before broveries"" and throw it in a big garbage fire of hell",1,gender
HAHA WHAT THE FCK IS SHE EVEN REAL,0,gender
"Evidently, a large number of yoga mudras are depicted in the religious icons of the Orthodox Christian Church. It is interesting that the term ""Orthodox"" means ""right belief"" and Orthodox Christians consider themselves to be the",0,religion
Yo I'd kick her in the fucking throat URL,0,gender
Yea this Bitch dumb sick in the head,1,gender
"It's a rotten country that causes A LOTTTTT of mental health deterioration. Its overall environment is both mentally AND physically toxic. Anyone who says it's the most beautiful country is: delusional, blindsided, and has no understanding of what the concept of oppression is. 🙂 URL",1,others
@LilNasX single handily beat Racism.,0,race
"If you don't disparage, complain about, & look down upon white people, men, and straight people, you aren't a Democrat in good standing. It really is just that simple in these ridiculous times. URL",0,race
"I remember when you could say Fag or faggot and never did the public ever take it as ""I hate Gay dudes""",0,sexual orientation
"""The people of Basra want to live well"" Last year's poisoning of over 100.000 people in #Iraq was caused by corruption, damaged water infrastructure and pollution. Watch @martinpatience documentary, 'Iraq's Poisoned rivers' now online ⬇️  URL URL",0,others
@AscendedTerik @BadGalCam__ @Jeremyray_ But does that give it the right to be represented in the media while homosexuality isn't? If straight kids can be represented then so should lgbtq+ kids. It's just a form of love,0,sexual orientation
"The majority of the UK is non-religious. It's time to end religious privilege – including government-funded faith schools, compulsory collective worship in all schools, prayers in Parliament, and 26 voting places for Church of England in Parliament. Join! URL URL",0,religion
WHY ARE THEY SPEAKING KOREAN IF I CALLED THE ENGLISH LINE,0,race
"Just because your life is now as free from oppression as possible, it's not right to be ignorant of other people's struggles. Lesbians face discrimination. Trans people are being killed. Bi, pan and non binary people are treated as non existent. We NEED to fight this.",0,sexual orientation
Hindus should stop eating Halal products.,0,others
@IMightBeWyatt @AndyDoubleYoo Confession: I truly believe my High School friends were a real anomaly. We all had sex with each other (not together). It was truly bi-sexual and never discussed until years later.,0,sexual orientation
Heard a rumor that a Muslim shot up a bunch of people in Virginia Beach this week with a handgun can't seem to find it on the news though.,0,religion
How policewomen make communities safer URL,0,gender
"All my harpies and trollops writing porn AKA fun, fierce ladies writing beautiful, sexy, emotional, empowering, uplifting romance... You are doing the work of angels. Strut on.",0,gender
The latest Didisin Diversia #LGBT! URL Thanks to @Sentiido #blogset #eltiempolecuenta,0,sexual orientation
"trans: it's absolutely not what you guys think. i clearly didn't think it through more thoroughly. please don't misunderstand. if you guys felt upset, i would feel even more upset. sorry~ it's not possible right… i still have much to improve... URL",0,gender
"To the LGBTQIA and nonconforming community... Your @mkedems are always here to support you, raise you up to new heights, friends you can always count on... In the streets fighting for liberty, justice, and equality for ALL! #PrideParade #MKEDems #WisDems #Democrats #Pride URL",0,sexual orientation
White Girl Wednesday 😍 URL,0,gender
Gag the fag! URL,1,sexual orientation
If gun reform is not the answer then what is?! Or will we continue to just say thoughts and prayers every time a white man goes on a murder spree with the guns they're so entitled to?!,0,race
I would suck his dick from the back in front of my whole family URL,0,others
@MaxduPreez Typical colonial settler mentality. Disregard law the minute it does not favour your agenda. U guys brought the Bible & Christianity but u not reading & following it. You brought the concept of one man one wife but you not sticking to it ....but u marry..divorce...marry...etc.,0,religion
@ACTforAmerica he need to leave America and take her Allah pos with her,0,religion
"@Xrateds Yo who pussy is that B,I need a @ ASAP URL",0,gender
I've never wanted to smack the fuck out a bunch of faggots in my life honestly- but hey I'd probably catch something so nvm.,1,sexual orientation
@_scoobyjaee That bitch retarted,1,gender
"I know a Danerys, Yubelka, Yubelkis, and Yudelka. This IS Washington Heights. All over 40 too. 😹😹😹 URL",0,gender
"Austin, TX is less than 8% black... but that's all the diversity it takes to turn this American city into an violent, Africanized shithole. URL",1,race
choke me but not literally BITCH URL,1,gender
This slut's getting fucked by 8 guys at the bathhouse. 😈 I'd love to eat his pussy after all the fuckers have deposited multiple loads in it! 💦💦💦💦😛💦💦💦💦 @Dev_Tylerxxx #gaysex #orgy #gaygroup #bareback #fucking URL,0,sexual orientation
"@Joy_Villa @realDonaldTrump Trump Train, Can we all get behind the straight pride parade? Time to celebrate our straightness. Even if U are not straight I am sure you know and love some straights so you can celebrate their straightness. Lets not give in to hate, celebrate straight. URL",0,sexual orientation
Good pussy I ain't average.. UM,0,gender
"It's not JUST about being ""WOMEN of Color"" MOST important is what you DO for PEOPLE of Color! In the last 2 yrs ⁦@realDonaldTrump⁩ has done more for ""PEOPLE of Color"" than these so called ""WOMEN of Color!"" Name 1 thing the Squad has DONE LEGISLATIVELY for PEOPLE of COLOR!",0,gender
"1. I am bisexual.  2. Many of the artists, producers, graphics designers, videographers, ect. that I support are LGBTQ+, not to mention all my friends.  3. Good luck booking that stage you speak of. URL",0,sexual orientation
"U help a chick get her glow back and get thick, and she wanna be out showing her ass off hoes grimy and ungrateful 🤦🏾‍♂️",0,gender
Should be getting just as much slander as Wendy for being whitewashed. Just because he's an attractive white boi doesn't make it okay. URL,0,race
"Post-relationship grief affects men, in the long term, more than women.",0,gender
never use your pussy for revenge that's the worst shit you can do being as though these niggas don't care who you fucking at the end of the day.,0,others
@MediaGuido Usually men that say it? What a bigot,0,others
Retweet 🔄 to share a toast in celebration of Pride Month!! 🌈🍷🍾 #LoveWins ❤ #PrideMonth URL,0,sexual orientation
"""You don't look Arab""  ""You don't look like a scientist""  Do I have to start hauling around a fucking falafel stand in a lab coat to fit into your media derived stereotype of what an Arab or scientist looks like?? Cause that's not happening! Fuck sake now I want falafel though",0,race
A bunch of privileged-little-prick-Kavanaughs. This is rapey AF & is clearly meant to scare & silence women - particularly women of color. URL,0,others
"Wallah I left Christianity and haven't made a peep about it unless someone has asked for my conversion story, but even then I don't focus much on why I left Christianity but rather why I chose Islam. This kind of thing is so unnecessary. Ex-Muslims are proper weird man. URL",0,religion
"Asian American sex workers on the frontlines of xenophobia, sexism, racism. This powerful dominatrix is one of our community heroes. URL",0,race
@SpeakerPelosi @RepAndreCarson @HouseDemocrats What about the women and the children at the border don't there lives count is it because they're brown or is it because politically you just don't want to make it appear that Trump is winning something change the Asylum laws,0,others
British minister urges #Poles in UK to secure rights after #Brexit.In an interview with @JakubKrupa @PAPinformacje Caroline Nokes advised Poles not to leave the application till last moment URL URL URL @RheinbergJason URL,0,politics
"Here we go again. It's the old neocon ""The Muslims are developing weapons to kill us all, so we need to go kill them first!"" propaganda. URL",0,politics
@og1776 @kirwin58 US Law says we can execute people who execute people for being gay. Religion of Peace my ass. And Liberals want to let more of these animals into our country. Dumb Fucks!,1,sexual orientation
Pussy ass Israeli scum always wanna block loooool,1,others
bway stan twitter white boy of the month but it's just the unproblematic wholesome white men of broadway who deserve love and attention,0,others
if whores stopped stealing my entire fucking personality that would be great !!,0,others
"20. And the anger of the LORD was hot against Israel; and he said, Because that this people hath transgressed my covenant which I commanded their fathers, and have not hearkened unto my voice; Jdg 2:20 KJV",0,religion
fuck all these hoes tell em stay outta my face,1,gender
Bitchs don't like you but follow your every move 🤔 bitch you love me 😍‼️,0,gender
"@ndrew_lawrence @IlhanMN Yeah one idea, we deport You from this Country @TuckerCarlson, I am Native American and don't want You here in My Country not Your's, Mine and You need to return to Your Country of family's Origin",0,others
@DedeRichkess I just know that Shameless women like u would start dragging Venita's marital status. u are deranged and disgusting. Women like u stay in an abusive relationship for years until u get killed so as not to be termed a divorcee. So that u can open your gutter mouth n drag another.,1,gender
"When you see a group of girls dissing guys in their conversation, just know the ugly one started it",0,gender
West Bengal: 10 people have been arrested for chanting '#JaiShriRam' URL,0,religion
@5oIar WAIT TEA but it would be so funny if you made cartman a homophobic gay,0,sexual orientation
"brown skin girl, the best thing in the world URL",0,gender
"our accents, of our skin, of our music. We will not be made ashamed of our roots. We will not be scared into submission, into erasure. We will not side with white supremacy. Yesterday, I woke up terrified. Today, I remembered who my ancestors are. ¡Aquí estámos y no nos vamos!",0,race
"your Porn Mommy Goddess should never be bored - entertain her, loser",0,gender
So you telling me if a woman decides she doesn't want to have sex anymore mid stroke a mf can start whamming her shit. Fuck the U.S and its pissy ass pea sized dick head law makers. URL,0,gender
"@IlhanMN So? Muslims have decapitated, dismembered, suicide bombed places, shot, kidnapped, invaded, burned alive, thrown off roof, mutilated, enslaved others in the name of a religion for things such listening to music. Muslims are a bit extreme. Oh & there's #taqyya too soo...",1,religion
@mooonprincessx Will there ever be a world where we could all borrow and use the best part of each others culture and not be accused of stealing. Remember we are humans first before our skin colour.,0,race
"@donkeyhotey1 @FenrirWolf26 @TheAngryApe1 Now now, Mexicans are fine people in the main. I'd employ one way ahead of any, say, whining Remainer 😀 check out this movie for a top example: URL",0,others
Where #TheSquad goes full blown Antisemite! URL,0,others
"Black women more likely to experience sexual harassment in the workplace, study finds URL",0,race
"@DittoPost @realDonaldTrump Because you love white supremacy, especially in your criminal, rapist and illegitimate President. Yeah! we know, you didn't even need to tell us",1,race
"this blew up so,,, it's pride month so pls donate to legitimate charities that protect the rights of lgbtq+ 🏳️‍🌈",0,sexual orientation
Gloryhole cocksucker swallows every drop of his cum! URL,0,others
"These handcuffs were made for Native children, taken from their homes. Their only crime was being Indian. If you tell me children imprisoned at the southern border are there because they're ""illegal"" you're lying and actively want their suffering. URL",0,race
"@GlowG0ddess @douglasblackmon Are you trying to argue with the actual definition. ""The nigger was a hero in the book I read!"" Nigger is still an offensive racial slur and a book doesn't change that.",0,race
"@PeterTatchell @christineburns Yaniv has done a marvellous job of showing the world the problems with self ID of your legal sex, and the conflict with women's rights and safeguarding",0,gender
Niggers are allergic to being on time 🤢,0,race
"@YungSkiMask stop hating bitch nigga, we shared a cell, I have permission to call you what the fuck I want aight #fukyoword",1,others
Treat ya daughter like a queen so she won't settle for less from these niggers,1,gender
"PM @narendramodi joined other eminent dignitaries at Divya Kala Shakti, a wonderful cultural programme organised by the Ministry of Social Justice and Empowerment. @socialpwds URL",0,others
"Men never tire of dressing up misogyny as free speech: ""the greater danger to society is the diminishment of free speech rights in favor of a right to privacy ... To prevent such images from being made public...don't share them in the first place"" URL",0,gender
"A faggot is making lots of annoying noises while you are fucking him? No problem. Make him shut up. Cover his upper hole, or better stuff his hole with your finger & fist. Close his nostrils too. He can breathe from the cunt you are fucking. URL",1,sexual orientation
"Undercover/DownLow the worst, y'all really be lowkey tainting pussy smh",0,gender
